"country","date","cases"
"United Kingdom","2020-06-29",0
"United Kingdom","2020-06-30",0
"United Kingdom","2020-07-01",0
"United Kingdom","2020-07-02",0
"United Kingdom","2020-07-03",0
"United Kingdom","2020-07-04",0
"United Kingdom","2020-07-05",0
"United Kingdom","2020-07-06",0
"United Kingdom","2020-07-07",0
"United Kingdom","2020-07-08",0
"United Kingdom","2020-07-09",0
"United Kingdom","2020-07-10",0
"United Kingdom","2020-07-11",0
"United Kingdom","2020-07-12",0
"United Kingdom","2020-07-13",0
"United Kingdom","2020-07-14",0
"United Kingdom","2020-07-15",0
"United Kingdom","2020-07-16",0
"United Kingdom","2020-07-17",0
"United Kingdom","2020-07-18",0
"United Kingdom","2020-07-19",0
"United Kingdom","2020-07-20",0
"United Kingdom","2020-07-21",0
"United Kingdom","2020-07-22",0
"United Kingdom","2020-07-23",0
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",0
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",0
"United Kingdom","2020-03-11",0
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",1
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",0
"United Kingdom","2020-03-16",0
"United Kingdom","2020-03-17",0
"United Kingdom","2020-03-18",0
"United Kingdom","2020-03-19",2
"United Kingdom","2020-03-20",0
"United Kingdom","2020-03-21",0
"United Kingdom","2020-03-22",0
"United Kingdom","2020-03-23",2
"United Kingdom","2020-03-24",1
"United Kingdom","2020-03-25",2
"United Kingdom","2020-03-26",0
"United Kingdom","2020-03-27",0
"United Kingdom","2020-03-28",0
"United Kingdom","2020-03-29",0
"United Kingdom","2020-03-30",4
"United Kingdom","2020-03-31",2
"United Kingdom","2020-04-01",8
"United Kingdom","2020-04-02",6
"United Kingdom","2020-04-03",0
"United Kingdom","2020-04-04",7
"United Kingdom","2020-04-05",0
"United Kingdom","2020-04-06",4
"United Kingdom","2020-04-07",6
"United Kingdom","2020-04-08",0
"United Kingdom","2020-04-09",0
"United Kingdom","2020-04-10",0
"United Kingdom","2020-04-11",0
"United Kingdom","2020-04-12",8
"United Kingdom","2020-04-13",0
"United Kingdom","2020-04-14",1
"United Kingdom","2020-04-15",0
"United Kingdom","2020-04-16",6
"United Kingdom","2020-04-17",1
"United Kingdom","2020-04-18",0
"United Kingdom","2020-04-19",0
"United Kingdom","2020-04-20",5
"United Kingdom","2020-04-21",0
"United Kingdom","2020-04-22",0
"United Kingdom","2020-04-23",0
"United Kingdom","2020-04-24",4
"United Kingdom","2020-04-25",0
"United Kingdom","2020-04-26",0
"United Kingdom","2020-04-27",0
"United Kingdom","2020-04-28",0
"United Kingdom","2020-04-29",3
"United Kingdom","2020-04-30",0
"United Kingdom","2020-05-01",1
"United Kingdom","2020-05-02",0
"United Kingdom","2020-05-03",0
"United Kingdom","2020-05-04",1
"United Kingdom","2020-05-05",3
"United Kingdom","2020-05-06",0
"United Kingdom","2020-05-07",2
"United Kingdom","2020-05-08",1
"United Kingdom","2020-05-09",0
"United Kingdom","2020-05-10",0
"United Kingdom","2020-05-11",3
"United Kingdom","2020-05-12",1
"United Kingdom","2020-05-13",1
"United Kingdom","2020-05-14",7
"United Kingdom","2020-05-15",1
"United Kingdom","2020-05-16",0
"United Kingdom","2020-05-17",0
"United Kingdom","2020-05-18",0
"United Kingdom","2020-05-19",17
"United Kingdom","2020-05-20",0
"United Kingdom","2020-05-21",10
"United Kingdom","2020-05-22",8
"United Kingdom","2020-05-23",0
"United Kingdom","2020-05-24",0
"United Kingdom","2020-05-25",5
"United Kingdom","2020-05-26",3
"United Kingdom","2020-05-27",3
"United Kingdom","2020-05-28",0
"United Kingdom","2020-05-29",1
"United Kingdom","2020-05-30",0
"United Kingdom","2020-05-31",0
"United Kingdom","2020-06-01",9
"United Kingdom","2020-06-02",1
"United Kingdom","2020-06-03",5
"United Kingdom","2020-06-04",4
"United Kingdom","2020-06-05",4
"United Kingdom","2020-06-06",0
"United Kingdom","2020-06-07",0
"United Kingdom","2020-06-08",7
"United Kingdom","2020-06-09",5
"United Kingdom","2020-06-10",4
"United Kingdom","2020-06-11",6
"United Kingdom","2020-06-12",1
"United Kingdom","2020-06-13",0
"United Kingdom","2020-06-14",0
"United Kingdom","2020-06-15",0
"United Kingdom","2020-06-16",6
"United Kingdom","2020-06-17",0
"United Kingdom","2020-06-18",0
"United Kingdom","2020-06-19",2
"United Kingdom","2020-06-20",0
"United Kingdom","2020-06-21",0
"United Kingdom","2020-06-22",0
"United Kingdom","2020-06-23",0
"United Kingdom","2020-06-24",1
"United Kingdom","2020-06-25",0
"United Kingdom","2020-06-26",0
"United Kingdom","2020-06-27",0
"United Kingdom","2020-06-28",0
"United Kingdom","2020-06-29",3
"United Kingdom","2020-06-30",1
"United Kingdom","2020-07-01",1
"United Kingdom","2020-07-02",0
"United Kingdom","2020-07-03",0
"United Kingdom","2020-07-04",0
"United Kingdom","2020-07-05",0
"United Kingdom","2020-07-06",0
"United Kingdom","2020-07-07",0
"United Kingdom","2020-07-08",0
"United Kingdom","2020-07-09",0
"United Kingdom","2020-07-10",0
"United Kingdom","2020-07-11",0
"United Kingdom","2020-07-12",0
"United Kingdom","2020-07-13",2
"United Kingdom","2020-07-14",0
"United Kingdom","2020-07-15",0
"United Kingdom","2020-07-16",0
"United Kingdom","2020-07-17",0
"United Kingdom","2020-07-18",0
"United Kingdom","2020-07-19",0
"United Kingdom","2020-07-20",0
"United Kingdom","2020-07-21",0
"United Kingdom","2020-07-22",0
"United Kingdom","2020-07-23",0
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",0
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",1
"United Kingdom","2020-03-11",1
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",0
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",1
"United Kingdom","2020-03-16",3
"United Kingdom","2020-03-17",0
"United Kingdom","2020-03-18",0
"United Kingdom","2020-03-19",5
"United Kingdom","2020-03-20",3
"United Kingdom","2020-03-21",18
"United Kingdom","2020-03-22",0
"United Kingdom","2020-03-23",4
"United Kingdom","2020-03-24",0
"United Kingdom","2020-03-25",10
"United Kingdom","2020-03-26",20
"United Kingdom","2020-03-27",22
"United Kingdom","2020-03-28",9
"United Kingdom","2020-03-29",11
"United Kingdom","2020-03-30",33
"United Kingdom","2020-03-31",0
"United Kingdom","2020-04-01",31
"United Kingdom","2020-04-02",21
"United Kingdom","2020-04-03",39
"United Kingdom","2020-04-04",30
"United Kingdom","2020-04-05",47
"United Kingdom","2020-04-06",14
"United Kingdom","2020-04-07",12
"United Kingdom","2020-04-08",16
"United Kingdom","2020-04-09",10
"United Kingdom","2020-04-10",37
"United Kingdom","2020-04-11",9
"United Kingdom","2020-04-12",24
"United Kingdom","2020-04-13",5
"United Kingdom","2020-04-14",4
"United Kingdom","2020-04-15",7
"United Kingdom","2020-04-16",10
"United Kingdom","2020-04-17",13
"United Kingdom","2020-04-18",14
"United Kingdom","2020-04-19",4
"United Kingdom","2020-04-20",0
"United Kingdom","2020-04-21",8
"United Kingdom","2020-04-22",2
"United Kingdom","2020-04-23",23
"United Kingdom","2020-04-24",2
"United Kingdom","2020-04-25",2
"United Kingdom","2020-04-26",0
"United Kingdom","2020-04-27",0
"United Kingdom","2020-04-28",5
"United Kingdom","2020-04-29",7
"United Kingdom","2020-04-30",0
"United Kingdom","2020-05-01",1
"United Kingdom","2020-05-02",5
"United Kingdom","2020-05-03",1
"United Kingdom","2020-05-04",0
"United Kingdom","2020-05-05",1
"United Kingdom","2020-05-06",0
"United Kingdom","2020-05-07",0
"United Kingdom","2020-05-08",0
"United Kingdom","2020-05-09",0
"United Kingdom","2020-05-10",0
"United Kingdom","2020-05-11",1
"United Kingdom","2020-05-12",1
"United Kingdom","2020-05-13",1
"United Kingdom","2020-05-14",1
"United Kingdom","2020-05-15",0
"United Kingdom","2020-05-16",5
"United Kingdom","2020-05-17",0
"United Kingdom","2020-05-18",1
"United Kingdom","2020-05-19",0
"United Kingdom","2020-05-20",3
"United Kingdom","2020-05-21",0
"United Kingdom","2020-05-22",0
"United Kingdom","2020-05-23",0
"United Kingdom","2020-05-24",0
"United Kingdom","2020-05-25",1
"United Kingdom","2020-05-26",0
"United Kingdom","2020-05-27",1
"United Kingdom","2020-05-28",0
"United Kingdom","2020-05-29",0
"United Kingdom","2020-05-30",0
"United Kingdom","2020-05-31",0
"United Kingdom","2020-06-01",0
"United Kingdom","2020-06-02",0
"United Kingdom","2020-06-03",1
"United Kingdom","2020-06-04",0
"United Kingdom","2020-06-05",0
"United Kingdom","2020-06-06",2
"United Kingdom","2020-06-07",0
"United Kingdom","2020-06-08",1
"United Kingdom","2020-06-09",1
"United Kingdom","2020-06-10",0
"United Kingdom","2020-06-11",0
"United Kingdom","2020-06-12",0
"United Kingdom","2020-06-13",0
"United Kingdom","2020-06-14",0
"United Kingdom","2020-06-15",3
"United Kingdom","2020-06-16",0
"United Kingdom","2020-06-17",2
"United Kingdom","2020-06-18",0
"United Kingdom","2020-06-19",0
"United Kingdom","2020-06-20",0
"United Kingdom","2020-06-21",0
"United Kingdom","2020-06-22",0
"United Kingdom","2020-06-23",0
"United Kingdom","2020-06-24",1
"United Kingdom","2020-06-25",0
"United Kingdom","2020-06-26",0
"United Kingdom","2020-06-27",0
"United Kingdom","2020-06-28",0
"United Kingdom","2020-06-29",0
"United Kingdom","2020-06-30",0
"United Kingdom","2020-07-01",0
"United Kingdom","2020-07-02",0
"United Kingdom","2020-07-03",0
"United Kingdom","2020-07-04",0
"United Kingdom","2020-07-05",0
"United Kingdom","2020-07-06",6
"United Kingdom","2020-07-07",0
"United Kingdom","2020-07-08",0
"United Kingdom","2020-07-09",0
"United Kingdom","2020-07-10",0
"United Kingdom","2020-07-11",0
"United Kingdom","2020-07-12",0
"United Kingdom","2020-07-13",4
"United Kingdom","2020-07-14",0
"United Kingdom","2020-07-15",0
"United Kingdom","2020-07-16",2
"United Kingdom","2020-07-17",0
"United Kingdom","2020-07-18",0
"United Kingdom","2020-07-19",0
"United Kingdom","2020-07-20",0
"United Kingdom","2020-07-21",0
"United Kingdom","2020-07-22",0
"United Kingdom","2020-07-23",0
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",0
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",0
"United Kingdom","2020-03-11",0
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",0
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",0
"United Kingdom","2020-03-16",0
"United Kingdom","2020-03-17",0
"United Kingdom","2020-03-18",0
"United Kingdom","2020-03-19",0
"United Kingdom","2020-03-20",0
"United Kingdom","2020-03-21",0
"United Kingdom","2020-03-22",0
"United Kingdom","2020-03-23",0
"United Kingdom","2020-03-24",0
"United Kingdom","2020-03-25",0
"United Kingdom","2020-03-26",0
"United Kingdom","2020-03-27",0
"United Kingdom","2020-03-28",0
"United Kingdom","2020-03-29",0
"United Kingdom","2020-03-30",0
"United Kingdom","2020-03-31",0
"United Kingdom","2020-04-01",0
"United Kingdom","2020-04-02",0
"United Kingdom","2020-04-03",0
"United Kingdom","2020-04-04",1
"United Kingdom","2020-04-05",1
"United Kingdom","2020-04-06",0
"United Kingdom","2020-04-07",0
"United Kingdom","2020-04-08",3
"United Kingdom","2020-04-09",0
"United Kingdom","2020-04-10",0
"United Kingdom","2020-04-11",0
"United Kingdom","2020-04-12",0
"United Kingdom","2020-04-13",0
"United Kingdom","2020-04-14",6
"United Kingdom","2020-04-15",0
"United Kingdom","2020-04-16",0
"United Kingdom","2020-04-17",0
"United Kingdom","2020-04-18",0
"United Kingdom","2020-04-19",0
"United Kingdom","2020-04-20",0
"United Kingdom","2020-04-21",0
"United Kingdom","2020-04-22",0
"United Kingdom","2020-04-23",1
"United Kingdom","2020-04-24",1
"United Kingdom","2020-04-25",0
"United Kingdom","2020-04-26",0
"United Kingdom","2020-04-27",0
"United Kingdom","2020-04-28",0
"United Kingdom","2020-04-29",0
"United Kingdom","2020-04-30",0
"United Kingdom","2020-05-01",0
"United Kingdom","2020-05-02",0
"United Kingdom","2020-05-03",0
"United Kingdom","2020-05-04",0
"United Kingdom","2020-05-05",0
"United Kingdom","2020-05-06",0
"United Kingdom","2020-05-07",0
"United Kingdom","2020-05-08",0
"United Kingdom","2020-05-09",0
"United Kingdom","2020-05-10",0
"United Kingdom","2020-05-11",0
"United Kingdom","2020-05-12",0
"United Kingdom","2020-05-13",0
"United Kingdom","2020-05-14",0
"United Kingdom","2020-05-15",0
"United Kingdom","2020-05-16",0
"United Kingdom","2020-05-17",0
"United Kingdom","2020-05-18",0
"United Kingdom","2020-05-19",0
"United Kingdom","2020-05-20",0
"United Kingdom","2020-05-21",0
"United Kingdom","2020-05-22",0
"United Kingdom","2020-05-23",0
"United Kingdom","2020-05-24",0
"United Kingdom","2020-05-25",0
"United Kingdom","2020-05-26",0
"United Kingdom","2020-05-27",0
"United Kingdom","2020-05-28",0
"United Kingdom","2020-05-29",0
"United Kingdom","2020-05-30",0
"United Kingdom","2020-05-31",0
"United Kingdom","2020-06-01",0
"United Kingdom","2020-06-02",0
"United Kingdom","2020-06-03",0
"United Kingdom","2020-06-04",0
"United Kingdom","2020-06-05",0
"United Kingdom","2020-06-06",0
"United Kingdom","2020-06-07",0
"United Kingdom","2020-06-08",0
"United Kingdom","2020-06-09",0
"United Kingdom","2020-06-10",0
"United Kingdom","2020-06-11",0
"United Kingdom","2020-06-12",0
"United Kingdom","2020-06-13",0
"United Kingdom","2020-06-14",0
"United Kingdom","2020-06-15",0
"United Kingdom","2020-06-16",0
"United Kingdom","2020-06-17",0
"United Kingdom","2020-06-18",0
"United Kingdom","2020-06-19",0
"United Kingdom","2020-06-20",0
"United Kingdom","2020-06-21",0
"United Kingdom","2020-06-22",0
"United Kingdom","2020-06-23",0
"United Kingdom","2020-06-24",0
"United Kingdom","2020-06-25",0
"United Kingdom","2020-06-26",0
"United Kingdom","2020-06-27",0
"United Kingdom","2020-06-28",0
"United Kingdom","2020-06-29",0
"United Kingdom","2020-06-30",0
"United Kingdom","2020-07-01",0
"United Kingdom","2020-07-02",0
"United Kingdom","2020-07-03",0
"United Kingdom","2020-07-04",0
"United Kingdom","2020-07-05",0
"United Kingdom","2020-07-06",0
"United Kingdom","2020-07-07",0
"United Kingdom","2020-07-08",0
"United Kingdom","2020-07-09",0
"United Kingdom","2020-07-10",0
"United Kingdom","2020-07-11",0
"United Kingdom","2020-07-12",0
"United Kingdom","2020-07-13",0
"United Kingdom","2020-07-14",0
"United Kingdom","2020-07-15",0
"United Kingdom","2020-07-16",0
"United Kingdom","2020-07-17",0
"United Kingdom","2020-07-18",0
"United Kingdom","2020-07-19",0
"United Kingdom","2020-07-20",0
"United Kingdom","2020-07-21",0
"United Kingdom","2020-07-22",0
"United Kingdom","2020-07-23",0
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",1
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",0
"United Kingdom","2020-03-11",0
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",0
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",0
"United Kingdom","2020-03-16",0
"United Kingdom","2020-03-17",2
"United Kingdom","2020-03-18",5
"United Kingdom","2020-03-19",2
"United Kingdom","2020-03-20",0
"United Kingdom","2020-03-21",0
"United Kingdom","2020-03-22",5
"United Kingdom","2020-03-23",0
"United Kingdom","2020-03-24",0
"United Kingdom","2020-03-25",11
"United Kingdom","2020-03-26",9
"United Kingdom","2020-03-27",20
"United Kingdom","2020-03-28",1
"United Kingdom","2020-03-29",9
"United Kingdom","2020-03-30",4
"United Kingdom","2020-03-31",0
"United Kingdom","2020-04-01",12
"United Kingdom","2020-04-02",7
"United Kingdom","2020-04-03",7
"United Kingdom","2020-04-04",3
"United Kingdom","2020-04-05",5
"United Kingdom","2020-04-06",6
"United Kingdom","2020-04-07",4
"United Kingdom","2020-04-08",7
"United Kingdom","2020-04-09",3
"United Kingdom","2020-04-10",4
"United Kingdom","2020-04-11",2
"United Kingdom","2020-04-12",0
"United Kingdom","2020-04-13",0
"United Kingdom","2020-04-14",0
"United Kingdom","2020-04-15",2
"United Kingdom","2020-04-16",0
"United Kingdom","2020-04-17",1
"United Kingdom","2020-04-18",0
"United Kingdom","2020-04-19",0
"United Kingdom","2020-04-20",0
"United Kingdom","2020-04-21",0
"United Kingdom","2020-04-22",0
"United Kingdom","2020-04-23",1
"United Kingdom","2020-04-24",0
"United Kingdom","2020-04-25",3
"United Kingdom","2020-04-26",5
"United Kingdom","2020-04-27",0
"United Kingdom","2020-04-28",0
"United Kingdom","2020-04-29",0
"United Kingdom","2020-04-30",3
"United Kingdom","2020-05-01",0
"United Kingdom","2020-05-02",0
"United Kingdom","2020-05-03",0
"United Kingdom","2020-05-04",0
"United Kingdom","2020-05-05",0
"United Kingdom","2020-05-06",0
"United Kingdom","2020-05-07",0
"United Kingdom","2020-05-08",2
"United Kingdom","2020-05-09",0
"United Kingdom","2020-05-10",0
"United Kingdom","2020-05-11",1
"United Kingdom","2020-05-12",1
"United Kingdom","2020-05-13",-1
"United Kingdom","2020-05-14",0
"United Kingdom","2020-05-15",0
"United Kingdom","2020-05-16",0
"United Kingdom","2020-05-17",0
"United Kingdom","2020-05-18",0
"United Kingdom","2020-05-19",0
"United Kingdom","2020-05-20",2
"United Kingdom","2020-05-21",2
"United Kingdom","2020-05-22",0
"United Kingdom","2020-05-23",1
"United Kingdom","2020-05-24",2
"United Kingdom","2020-05-25",0
"United Kingdom","2020-05-26",0
"United Kingdom","2020-05-27",3
"United Kingdom","2020-05-28",1
"United Kingdom","2020-05-29",3
"United Kingdom","2020-05-30",8
"United Kingdom","2020-05-31",1
"United Kingdom","2020-06-01",0
"United Kingdom","2020-06-02",2
"United Kingdom","2020-06-03",1
"United Kingdom","2020-06-04",0
"United Kingdom","2020-06-05",1
"United Kingdom","2020-06-06",1
"United Kingdom","2020-06-07",1
"United Kingdom","2020-06-08",0
"United Kingdom","2020-06-09",0
"United Kingdom","2020-06-10",0
"United Kingdom","2020-06-11",0
"United Kingdom","2020-06-12",0
"United Kingdom","2020-06-13",0
"United Kingdom","2020-06-14",0
"United Kingdom","2020-06-15",0
"United Kingdom","2020-06-16",0
"United Kingdom","2020-06-17",0
"United Kingdom","2020-06-18",0
"United Kingdom","2020-06-19",0
"United Kingdom","2020-06-20",0
"United Kingdom","2020-06-21",0
"United Kingdom","2020-06-22",0
"United Kingdom","2020-06-23",0
"United Kingdom","2020-06-24",0
"United Kingdom","2020-06-25",0
"United Kingdom","2020-06-26",0
"United Kingdom","2020-06-27",1
"United Kingdom","2020-06-28",0
"United Kingdom","2020-06-29",0
"United Kingdom","2020-06-30",0
"United Kingdom","2020-07-01",1
"United Kingdom","2020-07-02",0
"United Kingdom","2020-07-03",0
"United Kingdom","2020-07-04",0
"United Kingdom","2020-07-05",1
"United Kingdom","2020-07-06",0
"United Kingdom","2020-07-07",0
"United Kingdom","2020-07-08",0
"United Kingdom","2020-07-09",1
"United Kingdom","2020-07-10",0
"United Kingdom","2020-07-11",0
"United Kingdom","2020-07-12",0
"United Kingdom","2020-07-13",0
"United Kingdom","2020-07-14",0
"United Kingdom","2020-07-15",0
"United Kingdom","2020-07-16",0
"United Kingdom","2020-07-17",0
"United Kingdom","2020-07-18",0
"United Kingdom","2020-07-19",0
"United Kingdom","2020-07-20",0
"United Kingdom","2020-07-21",0
"United Kingdom","2020-07-22",2
"United Kingdom","2020-07-23",2
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",0
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",0
"United Kingdom","2020-03-11",0
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",0
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",0
"United Kingdom","2020-03-16",0
"United Kingdom","2020-03-17",0
"United Kingdom","2020-03-18",0
"United Kingdom","2020-03-19",0
"United Kingdom","2020-03-20",1
"United Kingdom","2020-03-21",0
"United Kingdom","2020-03-22",4
